team,n_played,points,gd,pos
Bryne,13,21,2,6
Bryne,14,24,4,5
Bryne,15,27,6,3
Bryne,16,28,6,4
Bryne,17,31,7,3
Bryne,18,34,10,2
Bryne,19,35,10,2
Bryne,20,38,11,2
Bryne,21,41,14,2
Bryne,22,42,14,2
Bryne,23,43,14,2
Bryne,24,46,15,2
Bryne,25,49,18,2
Bryne,26,49,17,2
Bryne,27,52,18,2
Bryne,28,-,-,-
Bryne,29,-,-,-
Bryne,30,-,-,-
Egersund,1,3,1,3
Egersund,2,4,1,5
Egersund,3,7,3,3
Egersund,4,10,4,1
Egersund,5,11,4,3
Egersund,6,14,6,1
Egersund,7,14,5,1
Egersund,8,15,5,2
Egersund,9,18,6,1
Egersund,10,18,5,2
Egersund,11,21,6,2
Egersund,12,22,6,3
Egersund,13,23,6,3
Egersund,14,26,9,2
Egersund,15,26,7,4
Egersund,16,29,8,3
Egersund,17,29,6,5
Egersund,18,32,7,3
Egersund,19,32,4,5
Egersund,20,35,5,3
Egersund,21,35,4,4
Egersund,22,35,2,4
Egersund,23,38,3,4
Egersund,24,41,4,4
Egersund,25,41,3,4
Egersund,26,41,2,4
Egersund,27,41,-2,6
Egersund,28,-,-,-
Egersund,29,-,-,-
Egersund,30,-,-,-
Kongsvinger,1,3,1,4
Kongsvinger,2,4,1,6
Kongsvinger,3,5,1,6
Kongsvinger,4,8,2,4
Kongsvinger,5,11,5,2
Kongsvinger,6,11,0,3
Kongsvinger,7,12,0,5
Kongsvinger,8,15,2,3
Kongsvinger,9,18,3,2
Kongsvinger,10,21,5,1
Kongsvinger,11,24,7,1
Kongsvinger,12,25,7,1
Kongsvinger,13,25,2,1
Kongsvinger,14,25,0,4
Kongsvinger,15,25,-1,5
Kongsvinger,16,26,-1,7
Kongsvinger,17,27,-1,7
Kongsvinger,18,28,-1,8
Kongsvinger,19,29,-1,8
Kongsvinger,20,32,0,6
Kongsvinger,21,32,-1,6
Kongsvinger,22,33,-1,7
Kongsvinger,23,33,-5,8
Kongsvinger,24,36,-4,7
Kongsvinger,25,37,-4,7
Kongsvinger,26,40,-3,7
Kongsvinger,27,40,-5,8
Kongsvinger,28,-,-,-
Kongsvinger,29,-,-,-
Kongsvinger,30,-,-,-
Levanger,1,1,0,6
Levanger,2,4,5,1
Levanger,3,7,6,1
Levanger,4,7,5,5
Levanger,5,8,5,5
Levanger,6,9,5,4
Levanger,7,9,3,8
Levanger,8,10,3,9
Levanger,9,11,3,9
Levanger,10,11,1,10
Levanger,11,12,1,10
Levanger,12,15,5,9
Levanger,13,15,4,10
Levanger,14,18,7,9
Levanger,15,19,7,10
Levanger,16,19,6,11
Levanger,17,20,6,10
Levanger,18,21,6,9
Levanger,19,21,3,10
Levanger,20,21,1,11
Levanger,21,24,2,10
Levanger,22,25,2,11
Levanger,23,25,1,12
Levanger,24,25,-1,13
Levanger,25,26,-1,13
Levanger,26,26,-2,14
Levanger,27,26,-6,14
Levanger,28,-,-,-
Levanger,29,-,-,-
Levanger,30,-,-,-
Lyn,1,0,-3,16
Lyn,2,1,-3,14
Lyn,3,4,0,7
Lyn,4,5,0,8
Lyn,5,6,0,7
Lyn,6,7,0,8
Lyn,7,10,2,7
Lyn,8,11,2,6
Lyn,9,14,7,5
Lyn,10,14,6,8
Lyn,11,15,6,8
Lyn,12,18,9,7
Lyn,13,18,8,8
Lyn,14,18,6,10
Lyn,15,21,8,8
Lyn,16,24,9,8
Lyn,17,27,15,6
Lyn,18,28,15,7
Lyn,19,29,15,7
Lyn,20,29,13,8
Lyn,21,30,13,7
Lyn,22,33,14,5
Lyn,23,36,16,5
Lyn,24,36,15,5
Lyn,25,39,16,5
Lyn,26,40,16,5
Lyn,27,43,17,4
Lyn,28,-,-,-
Lyn,29,-,-,-
Lyn,30,-,-,-
Mjøndalen,1,1,0,7
Mjøndalen,2,1,-2,13
Mjøndalen,3,2,-2,14
Mjøndalen,4,5,0,9
Mjøndalen,5,6,0,8
Mjøndalen,6,6,-1,13
Mjøndalen,7,9,0,9
Mjøndalen,8,9,-1,10
Mjøndalen,9,9,-2,11
Mjøndalen,10,10,-2,12
Mjøndalen,11,11,-2,11
Mjøndalen,12,11,-4,12
Mjøndalen,13,14,-3,12
Mjøndalen,14,14,-6,12
Mjøndalen,15,14,-7,12
Mjøndalen,16,14,-8,12
Mjøndalen,17,14,-9,15
Mjøndalen,18,15,-9,15
Mjøndalen,19,18,-8,13
Mjøndalen,20,21,-6,12
Mjøndalen,21,21,-7,13
Mjøndalen,22,22,-7,13
Mjøndalen,23,22,-12,15
Mjøndalen,24,22,-13,15
Mjøndalen,25,25,-12,15
Mjøndalen,26,25,-14,15
Mjøndalen,27,26,-14,15
Mjøndalen,28,-,-,-
Mjøndalen,29,-,-,-
Mjøndalen,30,-,-,-
Moss,1,3,3,1
Moss,2,3,-2,10
Moss,3,6,-1,4
Moss,4,6,-2,7
Moss,5,6,-3,9
Moss,6,7,-3,11
Moss,7,8,-3,11
Moss,8,11,-1,7
Moss,9,14,0,7
Moss,10,17,1,5
Moss,11,20,2,4
Moss,12,20,-2,5
Moss,13,23,-1,4
Moss,14,26,2,3
Moss,15,29,3,2
Moss,16,32,6,2
Moss,17,32,4,2
Moss,18,32,3,4
Moss,19,35,6,3
Moss,20,35,5,4
Moss,21,38,6,3
Moss,22,39,6,3
Moss,23,39,5,3
Moss,24,42,10,3
Moss,25,42,7,3
Moss,26,43,7,3
Moss,27,46,11,3
Moss,28,-,-,-
Moss,29,-,-,-
Moss,30,-,-,-
Ranheim,1,0,-1,13
Ranheim,2,3,1,9
Ranheim,3,3,0,11
Ranheim,4,4,0,11
Ranheim,5,5,0,10
Ranheim,6,6,0,12
Ranheim,7,6,-2,13
Ranheim,8,7,-2,13
Ranheim,9,10,1,10
Ranheim,10,10,0,11
Ranheim,11,10,-2,12
Ranheim,12,11,-2,11
Ranheim,13,14,-1,11
Ranheim,14,17,0,11
Ranheim,15,20,3,9
Ranheim,16,20,1,9
Ranheim,17,21,1,9
Ranheim,18,21,-2,10
Ranheim,19,21,-3,11
Ranheim,20,24,-1,10
Ranheim,21,24,-2,11
Ranheim,22,27,0,10
Ranheim,23,30,1,10
Ranheim,24,31,1,9
Ranheim,25,32,1,9
Ranheim,26,33,1,9
Ranheim,27,36,2,9
Ranheim,28,-,-,-
Ranheim,29,-,-,-
Ranheim,30,-,-,-
Raufoss,1,1,0,8
Raufoss,2,1,-1,12
Raufoss,3,1,-3,15
Raufoss,4,1,-4,16
Raufoss,5,4,-1,13
Raufoss,6,7,0,9
Raufoss,7,8,0,10
Raufoss,8,8,-2,12
Raufoss,9,9,-2,12
Raufoss,10,12,-1,9
Raufoss,11,15,0,9
Raufoss,12,15,-1,10
Raufoss,13,18,0,9
Raufoss,14,19,0,8
Raufoss,15,19,-3,11
Raufoss,16,20,-3,10
Raufoss,17,20,-5,11
Raufoss,18,20,-8,11
Raufoss,19,23,-5,9
Raufoss,20,26,-4,9
Raufoss,21,29,-1,9
Raufoss,22,32,0,8
Raufoss,23,35,1,6
Raufoss,24,36,1,6
Raufoss,25,39,2,6
Raufoss,26,40,2,6
Raufoss,27,40,1,7
Raufoss,28,-,-,-
Raufoss,29,-,-,-
Raufoss,30,-,-,-
Sandnes,1,0,-1,14
Sandnes,2,0,-3,15
Sandnes,3,3,-1,13
Sandnes,4,4,-1,13
Sandnes,5,5,-1,11
Sandnes,6,6,-1,14
Sandnes,7,6,-5,14
Sandnes,8,9,-4,11
Sandnes,9,9,-9,13
Sandnes,10,9,-11,15
Sandnes,11,9,-12,15
Sandnes,12,9,-13,16
Sandnes,13,9,-21,16
Sandnes,14,10,-21,15
Sandnes,15,10,-24,15
Sandnes,16,10,-27,16
Sandnes,17,13,-26,16
Sandnes,18,13,-28,16
Sandnes,19,13,-30,16
Sandnes,20,13,-31,16
Sandnes,21,13,-33,16
Sandnes,22,13,-35,16
Sandnes,23,16,-34,16
Sandnes,24,16,-39,16
Sandnes,25,16,-43,16
Sandnes,26,17,-43,16
Sandnes,27,17,-44,16
Sandnes,28,-,-,-
Sandnes,29,-,-,-
Sandnes,30,-,-,-
Sogndal,1,1,0,9
Sogndal,2,4,2,3
Sogndal,3,5,2,5
Sogndal,4,8,3,3
Sogndal,5,8,2,6
Sogndal,6,9,2,5
Sogndal,7,12,6,3
Sogndal,8,15,8,1
Sogndal,9,16,8,3
Sogndal,10,16,7,6
Sogndal,11,16,6,7
Sogndal,12,17,6,8
Sogndal,13,20,7,7
Sogndal,14,23,9,6
Sogndal,15,23,6,6
Sogndal,16,26,10,5
Sogndal,17,29,12,4
Sogndal,18,30,12,5
Sogndal,19,30,9,6
Sogndal,20,30,7,7
Sogndal,21,30,4,8
Sogndal,22,30,3,9
Sogndal,23,30,2,9
Sogndal,24,30,1,10
Sogndal,25,30,-1,10
Sogndal,26,30,-2,11
Sogndal,27,31,-2,11
Sogndal,28,-,-,-
Sogndal,29,-,-,-
Sogndal,30,-,-,-
Start,1,0,-2,15
Start,2,0,-4,16
Start,3,1,-4,16
Start,4,2,-4,15
Start,5,2,-7,16
Start,6,3,-7,16
Start,7,3,-8,16
Start,8,6,-7,15
Start,9,6,-8,15
Start,10,9,-7,14
Start,11,10,-7,13
Start,12,10,-10,14
Start,13,13,-9,14
Start,14,13,-10,14
Start,15,13,-11,14
Start,16,13,-15,14
Start,17,16,-14,13
Start,18,16,-15,14
Start,19,17,-15,15
Start,20,17,-16,15
Start,21,20,-15,14
Start,22,21,-15,15
Start,23,24,-14,14
Start,24,27,-12,12
Start,25,30,-8,11
Start,26,33,-7,10
Start,27,33,-9,10
Start,28,-,-,-
Start,29,-,-,-
Start,30,-,-,-
Vålerenga,1,1,0,11
Vålerenga,2,4,1,7
Vålerenga,3,4,-1,9
Vålerenga,4,5,-1,10
Vålerenga,5,5,-3,12
Vålerenga,6,8,-2,7
Vålerenga,7,11,0,6
Vålerenga,8,11,-2,8
Vålerenga,9,14,2,6
Vålerenga,10,17,4,4
Vålerenga,11,20,6,3
Vålerenga,12,23,10,2
Vålerenga,13,24,10,2
Vålerenga,14,27,18,1
Vålerenga,15,30,19,1
Vålerenga,16,33,21,1
Vålerenga,17,36,23,1
Vålerenga,18,39,26,1
Vålerenga,19,42,29,1
Vålerenga,20,45,31,1
Vålerenga,21,48,33,1
Vålerenga,22,51,38,1
Vålerenga,23,52,38,1
Vålerenga,24,55,41,1
Vålerenga,25,56,41,1
Vålerenga,26,59,43,1
Vålerenga,27,62,47,1
Vålerenga,28,-,-,-
Vålerenga,29,-,-,-
Vålerenga,30,-,-,-
Åsane,1,1,0,12
Åsane,2,2,0,11
Åsane,3,3,0,12
Åsane,4,4,0,12
Åsane,5,4,-1,14
Åsane,6,7,0,10
Åsane,7,7,-1,12
Åsane,8,7,-5,14
Åsane,9,7,-8,14
Åsane,10,10,-7,13
Åsane,11,10,-8,14
Åsane,12,10,-9,13
Åsane,13,13,-4,13
Åsane,14,13,-7,13
Åsane,15,13,-9,13
Åsane,16,14,-9,13
Åsane,17,17,-6,12
Åsane,18,17,-9,13
Åsane,19,20,-7,12
Åsane,20,21,-7,13
Åsane,21,24,-6,12
Åsane,22,24,-11,12
Åsane,23,27,-6,11
Åsane,24,27,-8,11
Åsane,25,27,-9,12
Åsane,26,28,-9,12
Åsane,27,28,-10,13
Åsane,28,-,-,-
Åsane,29,-,-,-
Åsane,30,-,-,-
